Validation_Set,Topics,Alpha,Beta,Coherence
75% Corpus,4,0.01,0.01,0.3020888133995363
75% Corpus,4,0.01,0.31,0.33609081898895965
75% Corpus,4,0.01,0.61,0.34566875562151433
75% Corpus,4,0.01,0.9099999999999999,0.3415006822572217
75% Corpus,4,0.01,symmetric,0.3284153308392753
75% Corpus,4,0.31,0.01,0.3471095571301581
75% Corpus,4,0.31,0.31,0.2958245905649234
75% Corpus,4,0.31,0.61,0.3105261405364325
75% Corpus,4,0.31,0.9099999999999999,0.344366577286516
75% Corpus,4,0.31,symmetric,0.348936879702452
75% Corpus,4,0.61,0.01,0.35453068511037156
75% Corpus,4,0.61,0.31,0.3399634701401075
75% Corpus,4,0.61,0.61,0.32651070662102893
75% Corpus,4,0.61,0.9099999999999999,0.34926878102836234
75% Corpus,4,0.61,symmetric,0.36490033386352927
75% Corpus,4,0.9099999999999999,0.01,0.34059447285870664
75% Corpus,4,0.9099999999999999,0.31,0.30280511387913656
75% Corpus,4,0.9099999999999999,0.61,0.3046397406735108
75% Corpus,4,0.9099999999999999,0.9099999999999999,0.33521631184310874
75% Corpus,4,0.9099999999999999,symmetric,0.3129706576930458
75% Corpus,4,symmetric,0.01,0.34654060171634704
75% Corpus,4,symmetric,0.31,0.35533561547120796
75% Corpus,4,symmetric,0.61,0.34065086932982835
75% Corpus,4,symmetric,0.9099999999999999,0.3581354292284157
75% Corpus,4,symmetric,symmetric,0.3556760554290455
75% Corpus,4,asymmetric,0.01,0.3100275162201661
75% Corpus,4,asymmetric,0.31,0.34670794699635926
75% Corpus,4,asymmetric,0.61,0.34400551739764196
75% Corpus,4,asymmetric,0.9099999999999999,0.37416665614517414
75% Corpus,4,asymmetric,symmetric,0.3548499016888182
75% Corpus,5,0.01,0.01,0.34359101227044747
75% Corpus,5,0.01,0.31,0.3565405729861707
75% Corpus,5,0.01,0.61,0.3507225766410428
75% Corpus,5,0.01,0.9099999999999999,0.3997800941161806
75% Corpus,5,0.01,symmetric,0.33865376543354603
75% Corpus,5,0.31,0.01,0.3413845601474029
75% Corpus,5,0.31,0.31,0.30766662319766436
75% Corpus,5,0.31,0.61,0.34215677725141036
75% Corpus,5,0.31,0.9099999999999999,0.4160384537820917
75% Corpus,5,0.31,symmetric,0.3592605178627934
75% Corpus,5,0.61,0.01,0.3182952429764384
75% Corpus,5,0.61,0.31,0.35516172408786134
75% Corpus,5,0.61,0.61,0.3638155075375371
75% Corpus,5,0.61,0.9099999999999999,0.3807434723306295
75% Corpus,5,0.61,symmetric,0.3589874592001316
75% Corpus,5,0.9099999999999999,0.01,0.3046932578268997
